City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Clouds (Numberic)
266,marka,1.7159,44.7717,79.36,84,few clouds,17.47,SO,2024-12-09 12:10:26,22
267,avarua,-21.2078,-159.775,75.25,94,light rain,11.5,CK,2024-12-09 12:10:27,75
268,hammerfest,70.6634,23.6821,39.65,87,moderate rain,34.52,NO,2024-12-09 12:10:28,75
269,kismayo,-0.3582,42.5454,79.92,83,scattered clouds,14.54,SO,2024-12-09 12:10:30,29
270,grenada,37.1882,-3.6067,48.56,41,clear sky,8.05,ES,2024-12-09 12:10:31,0
271,tazacorte,28.629,-17.9293,67.15,75,broken clouds,11.5,ES,2024-12-09 12:10:32,75
272,swift current,50.2834,-107.8014,25.61,100,overcast clouds,16.11,CA,2024-12-09 12:10:33,100
273,berezovyy,51.6667,135.7,-8.37,89,few clouds,4.81,RU,2024-12-09 12:10:34,15
274,sinop,41.7711,34.8709,50.74,76,few clouds,13.56,TR,2024-12-09 12:07:08,18
275,oak hills,45.5412,-122.8412,44.42,95,mist,1.01,US,2024-12-09 12:10:36,100
276,wongsorejo,-7.9908,114.4009,77.58,91,overcast clouds,2.64,ID,2024-12-09 12:10:37,100
277,thunder bay,48.4001,-89.3168,24.76,93,snow,12.39,CA,2024-12-09 12:10:38,100
278,khandyga,62.6667,135.6,-29.67,100,overcast clouds,2.66,RU,2024-12-09 12:10:39,92
279,dryden,49.7833,-92.7503,14.29,85,light snow,11.5,CA,2024-12-09 12:10:41,75
280,uliastay,47.7417,96.8444,7.05,74,overcast clouds,3.8,MN,2024-12-09 12:10:42,100
281,bokoro,12.3807,17.0568,87.78,21,few clouds,9.35,TD,2024-12-09 12:10:43,24
282,la romana,18.4273,-68.9728,86.36,66,broken clouds,13.8,DO,2024-12-09 12:10:44,75
283,fort bragg,35.139,-79.006,54.82,89,overcast clouds,5.75,US,2024-12-09 12:10:45,100
284,kouroussa,10.65,-9.8833,90.79,18,scattered clouds,2.24,GN,2024-12-09 12:10:47,36
285,fortuna,40.5982,-124.1573,38.32,100,clear sky,12.66,US,2024-12-09 12:10:48,0
286,east ballina,-28.8667,153.5833,73.94,95,light rain,1.48,AU,2024-12-09 12:10:50,100
287,yen bai,21.7,104.8667,63.99,72,overcast clouds,1.16,VN,2024-12-09 12:10:51,99
288,ryotsu-minato,38.0833,138.4333,42.3,70,broken clouds,8.9,JP,2024-12-09 12:10:53,60
289,mitchell,43.7094,-98.0298,33.78,73,overcast clouds,27.63,US,2024-12-09 12:10:54,100
290,turiacu,-1.6633,-45.3717,83.26,75,overcast clouds,6.67,BR,2024-12-09 12:10:55,98
291,pacific grove,36.6177,-121.9166,58.42,66,clear sky,10.36,US,2024-12-09 12:10:56,0
292,newcastle,-32.9272,151.7765,71.78,94,overcast clouds,3.44,AU,2024-12-09 12:10:57,100
293,machico,32.7,-16.7667,66.7,82,light intensity shower rain,20.71,PT,2024-12-09 12:10:58,75
294,lexington park,38.2668,-76.4538,55.08,76,light rain,11.5,US,2024-12-09 12:11:01,100
295,hun,29.1268,15.9477,66.56,19,overcast clouds,8.93,LY,2024-12-09 12:11:02,91
296,ocean shores,46.9737,-124.1563,42.96,96,mist,5.75,US,2024-12-09 12:11:03,100
297,alice springs,-23.7,133.8833,72.95,100,overcast clouds,4.61,AU,2024-12-09 12:11:04,97
298,benguela,-12.5763,13.4055,81.34,78,overcast clouds,6.02,AO,2024-12-09 12:11:05,96
299,nalut,30.3333,10.85,57.36,45,broken clouds,5.12,LY,2024-12-09 12:11:06,73
300,torghay,49.6339,63.4981,10.33,93,few clouds,2.44,KZ,2024-12-09 12:11:07,15
301,anadyr,64.75,177.4833,3.7,84,light snow,15.66,RU,2024-12-09 12:11:08,100
302,odacho-oda,35.1833,132.5,46.99,73,overcast clouds,10.0,JP,2024-12-09 12:11:10,99
303,longgang,37.6508,120.3286,40.23,50,broken clouds,8.79,CN,2024-12-09 12:11:11,82
304,sooke,48.3746,-123.7276,43.66,90,overcast clouds,5.73,CA,2024-12-09 12:11:12,98
305,santa cruz,-17.8,-63.1667,82.45,89,broken clouds,14.97,BO,2024-12-09 12:11:13,75
306,roma,43.2128,-75.4557,36.66,94,mist,11.5,US,2024-12-09 12:08:03,100
307,lebu,-37.6167,-73.65,58.21,65,clear sky,15.41,CL,2024-12-09 12:11:15,1
308,benoy,8.9833,16.3199,85.46,25,broken clouds,4.25,TD,2024-12-09 12:11:16,79
309,nova vicosa,-17.8919,-39.3719,87.93,53,scattered clouds,18.39,BR,2024-12-09 12:11:17,27
310,aripuana,-9.1667,-60.6333,94.57,44,light rain,0.65,BR,2024-12-09 12:11:19,17
311,lubumbashi,-11.6609,27.4794,70.93,66,broken clouds,3.51,CD,2024-12-09 12:11:20,76
312,barcelos,41.5388,-8.6151,50.4,72,few clouds,6.55,PT,2024-12-09 12:11:21,12
313,kapuskasing,49.4169,-82.4331,15.84,81,overcast clouds,12.19,CA,2024-12-09 12:11:22,100
314,talnakh,69.4865,88.3972,7.27,96,light snow,14.14,RU,2024-12-09 12:11:23,100
315,okoneshnikovo,54.8377,75.0834,-8.68,99,scattered clouds,7.43,RU,2024-12-09 12:11:25,35
316,nizhniy kuranakh,58.8353,125.4869,-1.5,99,overcast clouds,2.53,RU,2024-12-09 12:11:26,100
317,castillos,-34.1667,-53.8333,68.49,47,scattered clouds,10.98,UY,2024-12-09 12:11:27,42
318,sao gabriel da cachoeira,-0.1303,-67.0892,89.42,57,broken clouds,2.33,BR,2024-12-09 12:11:28,66
319,bima,-8.4667,118.7167,76.53,91,light rain,1.88,ID,2024-12-09 12:11:29,100
320,oranjemund,-28.55,16.4333,65.35,76,clear sky,20.83,NA,2024-12-09 12:11:30,1
321,skeldon,5.8833,-57.1333,82.96,73,scattered clouds,7.87,GY,2024-12-09 12:11:32,30
322,pisco,-13.7,-76.2167,73.45,64,clear sky,9.22,PE,2024-12-09 12:11:33,0
323,tamanrasset,22.785,5.5228,69.71,7,clear sky,4.61,DZ,2024-12-09 12:11:34,0
324,kalinkavichy,52.1323,29.3257,36.55,81,overcast clouds,11.61,BY,2024-12-09 12:11:35,100
325,camiri,-20.05,-63.5167,71.38,83,light intensity drizzle,0.0,BO,2024-12-09 12:11:36,100
326,port macquarie,-31.4333,152.9167,72.07,99,moderate rain,1.01,AU,2024-12-09 12:11:37,99
327,vadso,70.0744,29.7487,37.56,75,broken clouds,28.77,NO,2024-12-09 12:11:38,75
328,tamandare,-8.7597,-35.1047,83.44,57,scattered clouds,10.07,BR,2024-12-09 12:10:14,25
329,muisne,0.6,-80.0333,74.66,83,overcast clouds,6.46,EC,2024-12-09 12:11:40,96
330,kokologo,12.1897,-1.8856,86.4,15,clear sky,6.51,BF,2024-12-09 12:08:58,1
331,walvis bay,-22.9575,14.5053,64.24,79,broken clouds,7.18,NA,2024-12-09 12:11:42,64
332,sellersburg,38.3981,-85.755,56.03,84,overcast clouds,1.99,US,2024-12-09 12:09:22,99
333,huatabampo,26.8333,-109.6333,72.52,15,clear sky,5.75,MX,2024-12-09 12:11:45,0
334,los frentones,-26.4077,-61.4137,60.84,93,overcast clouds,5.35,AR,2024-12-09 12:11:46,100
335,nahiyat ash shinafiyah,31.5874,44.6602,63.43,46,clear sky,12.73,IQ,2024-12-09 12:11:47,0
336,yambio,4.5721,28.3955,80.47,35,broken clouds,3.89,SS,2024-12-09 12:11:48,56
337,vila do maio,15.1333,-23.2167,76.53,69,broken clouds,11.99,CV,2024-12-09 12:11:49,73
338,kindu,-2.95,25.95,71.73,96,light rain,0.98,CD,2024-12-09 12:11:50,83
339,pangai,-19.8,-174.35,78.84,84,clear sky,19.53,TO,2024-12-09 12:07:19,0
340,alofi,-19.0595,-169.9187,77.81,83,few clouds,20.67,NU,2024-12-09 12:11:53,11
341,papao,-17.75,-149.55,77.67,80,light rain,23.11,PF,2024-12-09 12:11:55,82
342,kone,-21.0595,164.8658,75.11,83,scattered clouds,2.95,NC,2024-12-09 12:11:56,38
343,jamestown,42.097,-79.2353,44.24,100,light rain,6.91,US,2024-12-09 12:11:27,100
344,yantarnyy,54.8717,19.9381,38.98,88,broken clouds,19.69,RU,2024-12-09 12:11:58,78
345,dosso,13.049,3.1937,82.22,19,few clouds,6.93,NE,2024-12-09 12:11:42,16
346,imbituba,-28.24,-48.6703,64.29,89,overcast clouds,8.59,BR,2024-12-09 12:12:00,100
347,broken hill,-31.95,141.4333,68.41,39,scattered clouds,8.08,AU,2024-12-09 12:12:01,31
348,horta,38.5333,-28.6333,65.84,83,few clouds,23.02,PT,2024-12-09 12:12:02,20
349,panjakent,39.4952,67.6093,30.47,38,few clouds,3.65,TJ,2024-12-09 12:12:03,21
350,muli,2.9167,73.5667,82.36,72,overcast clouds,7.11,MV,2024-12-09 12:12:04,99
351,celestun,20.8667,-90.4,81.16,56,overcast clouds,4.38,MX,2024-12-09 12:12:05,88
352,ghanzi,-21.5667,21.7833,93.63,17,broken clouds,12.39,BW,2024-12-09 12:12:07,55
353,chibougamau,49.9168,-74.3659,10.76,85,broken clouds,4.14,CA,2024-12-09 12:12:08,57
354,penapolis,-21.4197,-50.0775,92.32,42,overcast clouds,6.51,BR,2024-12-09 12:12:09,92
355,tobelo,1.7284,128.0095,81.46,83,overcast clouds,7.2,ID,2024-12-09 12:12:10,95
356,urbana,40.1106,-88.2073,51.12,76,clear sky,12.66,US,2024-12-09 12:12:11,0
357,kuala tungkal,-0.8167,103.4667,78.37,83,overcast clouds,9.84,ID,2024-12-09 12:12:12,100
358,carnarvon,-24.8667,113.6333,73.02,85,overcast clouds,8.3,AU,2024-12-09 12:12:13,100
359,izola,45.5369,13.6619,47.55,58,broken clouds,3.44,SI,2024-12-09 12:12:14,75
360,messaad,34.1543,3.5031,49.14,45,clear sky,9.8,DZ,2024-12-09 12:12:15,7
361,greenville,35.6127,-77.3663,53.15,94,overcast clouds,9.22,US,2024-12-09 12:09:49,100
362,el haouaria,37.05,11.0144,56.39,65,few clouds,16.24,TN,2024-12-09 12:12:17,20
363,namtsy,62.7161,129.6658,-15.45,99,overcast clouds,3.62,RU,2024-12-09 12:12:20,100
364,mosjoen,65.836,13.1908,41.52,81,moderate rain,7.0,NO,2024-12-09 12:12:21,75
365,rio grande,-32.035,-52.0986,68.0,54,scattered clouds,13.47,BR,2024-12-09 12:12:22,42
366,colonia,50.9333,6.95,42.96,78,broken clouds,12.66,DE,2024-12-09 12:12:23,75
367,bedford,52.1346,-0.4663,45.52,60,broken clouds,18.41,GB,2024-12-09 12:12:24,75
368,magadan,59.5667,150.8,11.3,75,overcast clouds,10.65,RU,2024-12-09 12:12:25,98
369,kalmunai,7.4167,81.8167,77.11,85,overcast clouds,8.32,LK,2024-12-09 12:12:26,91
370,anjiang,27.3194,110.1031,42.91,80,overcast clouds,3.22,CN,2024-12-09 12:12:27,100
371,kem',64.9555,34.5793,28.11,78,overcast clouds,10.18,RU,2024-12-09 12:12:29,87
372,namibe,-15.1961,12.1522,74.73,76,overcast clouds,9.4,AO,2024-12-09 12:12:30,94
373,ulladulla,-35.35,150.4667,61.02,89,few clouds,5.08,AU,2024-12-09 12:12:31,15
374,egilsstadir,65.2653,-14.3948,43.09,90,overcast clouds,13.51,IS,2024-12-09 12:09:58,94
375,ta`u,-14.2336,-169.5144,81.43,66,overcast clouds,10.71,AS,2024-12-09 12:12:33,100
376,muroto-misakicho,33.2833,134.15,52.65,59,broken clouds,9.37,JP,2024-12-09 12:12:34,76
377,yreka,41.7354,-122.6345,33.48,84,fog,0.0,US,2024-12-09 12:12:35,100
378,aitape,-3.1374,142.3475,77.22,94,overcast clouds,4.7,PG,2024-12-09 12:12:36,88
379,kegeyli shahar,42.7767,59.6078,24.15,46,broken clouds,11.9,UZ,2024-12-09 12:12:37,76
380,ventspils,57.3894,21.5606,30.13,100,overcast clouds,5.75,LV,2024-12-09 12:12:38,100
381,changleng,28.7,115.8167,49.28,53,overcast clouds,5.37,CN,2024-12-09 12:12:39,99
382,pirallahi,40.4723,50.333,42.94,63,overcast clouds,15.08,AZ,2024-12-09 12:12:41,97
383,altpinar,39.2042,32.7478,47.5,76,overcast clouds,5.06,TR,2024-12-09 12:12:42,87
384,ribeira brava,32.65,-17.0667,66.7,67,overcast clouds,6.89,PT,2024-12-09 12:12:43,88
385,rawson,-43.3002,-65.1023,68.29,42,clear sky,12.66,AR,2024-12-09 12:08:37,0
386,kourou,5.1552,-52.6478,82.51,72,scattered clouds,7.99,GF,2024-12-09 12:08:38,34
387,kampung sungai ara,5.327,100.2735,78.71,89,light rain,5.01,MY,2024-12-09 12:12:46,40
388,bayganin,48.6947,55.8742,21.69,53,overcast clouds,7.31,KZ,2024-12-09 12:12:47,99
389,dzhangala,49.2167,50.3333,22.41,48,few clouds,9.71,KZ,2024-12-09 12:12:48,15
390,springbok,-29.6643,17.8865,82.36,16,clear sky,13.13,ZA,2024-12-09 12:12:49,3
391,aykhal,66.0,111.5,-24.16,100,overcast clouds,3.91,RU,2024-12-09 12:12:51,93
392,kribi,2.95,9.9167,80.91,79,broken clouds,9.89,CM,2024-12-09 12:12:52,70
393,westport,41.1415,-73.3579,50.27,75,light rain,11.5,US,2024-12-09 12:12:53,75
394,arkalyk,50.2486,66.9114,-2.63,97,clear sky,8.34,KZ,2024-12-09 12:12:54,3
395,halifax,44.6453,-63.5724,36.45,70,few clouds,8.01,CA,2024-12-09 12:12:55,23
396,valparaiso,-33.0393,-71.6273,79.03,43,clear sky,13.8,CL,2024-12-09 12:09:26,0
397,farah,32.5,62.5,42.03,21,overcast clouds,2.91,AF,2024-12-09 12:12:57,94
398,homosassa springs,28.8036,-82.5759,77.09,66,clear sky,5.75,US,2024-12-09 12:12:58,0
399,lubang,13.8584,120.124,82.0,82,broken clouds,29.53,PH,2024-12-09 12:12:59,61
400,bardai,11.65,7.2333,77.7,22,clear sky,9.33,NG,2024-12-09 12:13:00,3
401,sao vicente,-23.9631,-46.3919,74.98,26,moderate rain,1.99,BR,2024-12-09 12:12:51,100
402,idfu,24.9803,32.8747,69.67,20,clear sky,10.09,EG,2024-12-09 12:08:12,0
403,khorixas,-20.3667,14.9667,82.67,41,overcast clouds,11.5,NA,2024-12-09 12:13:06,94
404,maintirano,-18.0667,44.0167,83.01,82,few clouds,9.06,MG,2024-12-09 12:13:07,20
405,siracusa,37.0881,15.2792,55.62,72,clear sky,13.89,IT,2024-12-09 12:13:08,1
406,poronaysk,49.2167,143.1167,11.34,83,broken clouds,8.66,RU,2024-12-09 12:09:12,57
407,san juan de miraflores,-12.1629,-76.9635,68.52,81,broken clouds,7.65,PE,2024-12-09 12:13:11,83
408,saint-joseph,-21.3667,55.6167,77.38,75,clear sky,7.94,RE,2024-12-09 12:13:12,4
409,calvinia,-31.4707,19.776,82.96,13,clear sky,17.0,ZA,2024-12-09 12:13:14,6
410,kavieng,-2.5744,150.7967,82.47,79,scattered clouds,9.95,PG,2024-12-09 12:13:15,35
411,mirny,62.5353,113.9611,-11.07,97,overcast clouds,6.22,RU,2024-12-09 12:13:16,100
412,n'zeto,-7.2312,12.8666,81.43,81,scattered clouds,6.85,AO,2024-12-09 12:12:48,30
413,luena,-11.7833,19.9167,67.51,78,overcast clouds,4.76,AO,2024-12-09 12:13:18,90
414,port saint john's,-31.6229,29.5448,77.18,94,few clouds,9.22,ZA,2024-12-09 12:13:20,12
415,nacala,-14.5428,40.6728,80.83,81,clear sky,6.35,MZ,2024-12-09 12:10:34,8
416,illizi,26.4833,8.4667,66.88,18,broken clouds,6.31,DZ,2024-12-09 12:13:22,83
417,naze,28.3667,129.4833,56.88,65,broken clouds,7.54,JP,2024-12-09 12:13:23,62
418,thief river falls,48.1191,-96.1812,21.13,93,overcast clouds,21.85,US,2024-12-09 12:13:24,100
419,al kharijah,25.4514,30.5464,64.4,25,clear sky,9.26,EG,2024-12-09 12:13:25,1
420,qarchi gak,37.04,66.7889,39.97,45,overcast clouds,12.39,AF,2024-12-09 12:13:26,92
421,pariaman,-0.619,100.12,80.65,86,overcast clouds,3.85,ID,2024-12-09 12:13:27,87
422,santa luzia,-19.7697,-43.8514,94.1,37,broken clouds,6.22,BR,2024-12-09 12:09:06,65
423,kaihua,23.3687,104.28,51.12,93,overcast clouds,8.59,CN,2024-12-09 12:13:29,100
424,santyoku,37.4406,129.1708,34.16,62,clear sky,8.84,KR,2024-12-09 12:13:30,0
425,san julian,21.0167,-102.1667,65.48,46,broken clouds,5.23,MX,2024-12-09 12:13:32,70
426,altay,47.8667,88.1167,4.64,85,overcast clouds,4.97,CN,2024-12-09 12:13:33,100
427,pemangkat,1.1667,108.9667,79.21,86,overcast clouds,5.55,ID,2024-12-09 12:13:34,100
428,tadjourah,12.0,42.5,76.26,43,clear sky,10.31,DJ,2024-12-09 12:13:35,9
429,tawau,4.2498,117.8871,77.94,94,broken clouds,1.01,MY,2024-12-09 12:13:36,64
430,skovorodino,53.9833,123.9167,-9.02,100,overcast clouds,1.48,RU,2024-12-09 12:13:37,96
431,alo,6.5486,4.2686,81.7,65,broken clouds,9.37,NG,2024-12-09 12:13:38,77
432,muravlenko,63.7898,74.523,13.75,93,overcast clouds,19.53,RU,2024-12-09 12:13:39,100
433,korsakov,46.6328,142.7813,15.64,61,scattered clouds,20.47,RU,2024-12-09 12:13:41,36
434,batroun,34.2553,35.6581,63.28,75,overcast clouds,6.44,LB,2024-12-09 12:13:43,100
435,harper,4.375,-7.7169,82.15,70,light rain,6.22,LR,2024-12-09 12:13:44,79
436,ruidoso,33.3317,-105.673,53.74,28,clear sky,12.66,US,2024-12-09 12:10:38,0
437,malanje,-9.5402,16.341,69.53,89,light rain,3.29,AO,2024-12-09 12:13:46,61
438,bontang,0.1333,117.5,79.48,87,overcast clouds,4.14,ID,2024-12-09 12:13:47,100
439,kayyerkan,69.3786,87.7439,9.93,93,light snow,14.9,RU,2024-12-09 12:13:48,100
440,soe,-9.8607,124.284,68.61,98,overcast clouds,1.59,ID,2024-12-09 12:13:49,100
441,somerset east,-32.7217,25.588,77.77,57,few clouds,16.8,ZA,2024-12-09 12:13:50,11
442,tutoia,-2.7619,-42.2744,84.78,69,overcast clouds,13.31,BR,2024-12-09 12:13:51,95
443,bac giang,21.2667,106.2,65.03,64,overcast clouds,1.72,VN,2024-12-09 12:13:52,96
444,vorkuta,67.5,64.0,16.34,95,light snow,13.11,RU,2024-12-09 12:13:53,100
445,luderitz,-26.6481,15.1594,74.84,49,clear sky,29.08,NA,2024-12-09 12:13:55,0
446,mazatan,14.8667,-92.45,87.87,58,clear sky,0.0,MX,2024-12-09 12:13:56,0
447,xique xique,-10.8217,-42.7311,91.58,40,clear sky,5.35,BR,2024-12-09 12:13:57,0
448,elverum,60.8819,11.5623,13.24,98,scattered clouds,1.99,NO,2024-12-09 12:13:58,44
449,peace river,56.2501,-117.286,19.65,100,broken clouds,4.05,CA,2024-12-09 12:12:09,83
450,hobe sound,27.0595,-80.1364,78.98,69,scattered clouds,10.36,US,2024-12-09 12:09:49,40
451,kuusamo,65.9667,29.1833,24.84,86,broken clouds,8.05,FI,2024-12-09 12:14:01,75
452,urangan,-25.3,152.9,77.63,73,clear sky,10.29,AU,2024-12-09 12:14:02,5
453,velyka bahachka,49.7912,33.7226,36.79,87,overcast clouds,11.61,UA,2024-12-09 12:14:03,89
454,akureyri,65.6835,-18.0878,46.33,76,light rain,19.57,IS,2024-12-09 12:14:04,75
455,rio gallegos,-51.6226,-69.2181,62.65,23,clear sky,5.75,AR,2024-12-09 12:14:05,0
456,uturoa,-16.7333,-151.4333,80.31,77,light rain,20.54,PF,2024-12-09 12:14:07,87
457,uhrichsville,40.3931,-81.3465,54.01,94,overcast clouds,14.72,US,2024-12-09 12:14:08,100
458,polyarnyy,69.1989,33.4478,31.08,93,light snow,28.19,RU,2024-12-09 12:14:09,100
459,nampula,-15.1165,39.2666,81.3,55,broken clouds,7.16,MZ,2024-12-09 12:14:10,60
460,vila franca do campo,37.7167,-25.4333,64.89,99,overcast clouds,8.63,PT,2024-12-09 12:14:11,98
461,codrington,-38.2667,141.9667,52.63,77,few clouds,7.4,AU,2024-12-09 12:14:12,22
462,dauphin,51.1494,-100.0502,17.74,86,light snow,4.61,CA,2024-12-09 12:14:13,100
463,madras,13.0878,80.2785,81.86,90,mist,6.91,IN,2024-12-09 12:10:20,40
464,concepcion,-36.827,-73.0498,64.2,55,clear sky,13.8,CL,2024-12-09 12:09:21,0
465,vila velha,-20.3297,-40.2925,87.75,68,clear sky,17.27,BR,2024-12-09 12:10:40,0
466,miguel ahumada,30.6167,-106.5167,57.52,18,clear sky,10.33,MX,2024-12-09 12:14:18,2
467,sao joao da barra,-21.6403,-41.0511,91.49,88,overcast clouds,13.65,BR,2024-12-09 12:13:34,94
468,nagqu,31.5,92.0,13.87,34,overcast clouds,5.66,CN,2024-12-09 12:14:21,98
469,motygino,58.1831,94.7592,3.18,93,overcast clouds,10.76,RU,2024-12-09 12:14:22,100
470,mezhdurechensk,53.6942,88.0603,-6.3,100,overcast clouds,1.12,RU,2024-12-09 12:14:23,88
471,terenozek,45.05,64.9833,18.63,82,clear sky,8.1,KZ,2024-12-09 12:14:24,2
472,larne,54.85,-5.8167,43.54,84,clear sky,13.42,GB,2024-12-09 12:14:25,4
473,kailua-kona,19.6406,-155.9956,73.6,64,clear sky,5.75,US,2024-12-09 12:14:27,0
474,minas de matahambre,22.5887,-83.9447,78.71,54,overcast clouds,6.55,CU,2024-12-09 12:14:28,90
475,tuam,53.5167,-8.85,35.8,92,clear sky,5.91,IE,2024-12-09 12:14:29,0
476,saudarkrokur,65.7461,-19.6394,40.12,88,overcast clouds,21.07,IS,2024-12-09 12:14:30,100
477,jogindarnagar,31.9833,76.7667,41.31,41,clear sky,8.59,IN,2024-12-09 12:14:31,0
478,nemuro,43.3236,145.575,27.93,67,broken clouds,24.72,JP,2024-12-09 12:14:32,84
479,pechory,57.8164,27.6119,24.15,95,clear sky,2.46,RU,2024-12-09 12:14:33,6
480,sakaraha,-22.9,44.5333,84.04,42,clear sky,11.41,MG,2024-12-09 12:14:34,1
481,puerto lempira,15.2667,-83.7667,86.14,70,scattered clouds,5.75,HN,2024-12-09 12:14:35,40
482,pokrovsk,48.282,37.1758,37.22,82,overcast clouds,13.13,UA,2024-12-09 12:14:36,93
483,ciudad madero,22.2667,-97.8333,78.06,73,clear sky,5.75,MX,2024-12-09 12:10:03,0
484,gamba,-2.65,10.0,78.82,87,moderate rain,6.24,GA,2024-12-09 12:14:38,51
485,ares,-6.1944,-35.1603,86.09,53,scattered clouds,15.64,BR,2024-12-09 12:14:40,33
486,odienne,9.51,-7.5692,87.98,24,overcast clouds,2.1,CI,2024-12-09 12:14:41,100
487,takoradi,4.8845,-1.7554,82.76,68,overcast clouds,9.04,GH,2024-12-09 12:14:42,96
488,magistral'nyy,56.1725,107.4458,3.99,83,broken clouds,6.49,RU,2024-12-09 12:14:43,84
489,grand-lahou,5.1367,-5.0242,83.07,71,scattered clouds,10.83,CI,2024-12-09 12:14:44,47
490,bani walid,31.7566,13.9942,62.96,44,broken clouds,6.51,LY,2024-12-09 12:14:45,82
491,saint-pierre,-21.3393,55.4781,78.48,61,clear sky,11.5,RE,2024-12-09 12:14:46,0
492,choma,-16.8065,26.9531,77.97,38,scattered clouds,6.6,ZM,2024-12-09 12:14:47,35
493,tyuratam,45.6507,63.3156,19.35,72,clear sky,9.28,KZ,2024-12-09 12:14:49,5
494,kodinar,20.7903,70.7031,66.67,23,overcast clouds,9.91,IN,2024-12-09 12:14:50,100
495,ceelbuur,4.685,46.6176,82.22,46,few clouds,20.65,SO,2024-12-09 12:14:51,14
496,carrizal,10.3499,-66.9863,77.79,47,scattered clouds,3.96,VE,2024-12-09 12:14:52,46
497,bandar-e lengeh,26.5579,54.8807,72.43,49,overcast clouds,4.23,IR,2024-12-09 12:14:53,100
498,panauti,27.5814,85.5124,48.52,87,few clouds,4.61,NP,2024-12-09 12:14:54,20
499,itaituba,-4.2761,-55.9836,97.05,38,broken clouds,0.89,BR,2024-12-09 12:14:55,62
500,estevan,49.1334,-102.9842,19.87,91,overcast clouds,15.46,CA,2024-12-09 12:10:09,96
501,klaksvik,62.2266,-6.589,46.81,83,few clouds,27.72,FO,2024-12-09 12:14:57,20
502,waingapu,-9.6567,120.2641,78.57,81,moderate rain,5.86,ID,2024-12-09 12:14:58,100
503,sijunjung,-0.6876,100.9537,72.18,96,overcast clouds,2.06,ID,2024-12-09 12:15:00,89
504,suntar,62.1444,117.6319,-14.51,96,overcast clouds,4.12,RU,2024-12-09 12:15:01,90
505,whakatane,-37.9585,176.9854,63.52,90,broken clouds,1.99,NZ,2024-12-09 12:15:02,80
506,corner brook,48.9667,-57.9484,32.49,88,light snow,12.93,CA,2024-12-09 12:15:03,92
507,mount pearl,47.5166,-52.7813,40.14,88,overcast clouds,10.0,CA,2024-12-09 12:15:04,96
508,agua prieta,31.3,-109.5667,54.39,32,clear sky,3.44,MX,2024-12-09 12:13:19,0
509,nar'yan-mar,67.6713,53.087,27.54,95,overcast clouds,14.29,RU,2024-12-09 12:15:07,100
510,kiffa,16.6166,-11.4045,86.67,10,overcast clouds,5.55,MR,2024-12-09 12:15:08,85
511,abbeville,50.1,1.8333,42.49,90,overcast clouds,17.27,FR,2024-12-09 12:12:14,100
512,albertina,-22.2008,-46.6158,85.35,47,broken clouds,6.87,BR,2024-12-09 12:15:10,81
513,alotau,-10.3069,150.4462,78.22,92,overcast clouds,1.95,PG,2024-12-09 12:15:11,95
514,kuta,-8.7233,115.1723,80.55,89,light rain,16.11,ID,2024-12-09 12:15:12,75
515,boa vista,2.8197,-60.6733,87.78,55,scattered clouds,8.05,BR,2024-12-09 12:14:05,40
516,kasane,-17.8167,25.15,83.21,31,broken clouds,2.62,BW,2024-12-09 12:15:15,75
517,sofifi,0.7349,127.576,80.33,87,broken clouds,7.11,ID,2024-12-09 12:15:16,74
518,kirakira,-10.4544,161.9205,79.0,87,overcast clouds,5.21,SB,2024-12-09 12:15:17,100
519,la paz,-16.5,-68.15,58.98,66,light rain,4.0,BO,2024-12-09 12:15:18,75
520,shemysheyka,52.892,45.3928,20.41,90,overcast clouds,7.4,RU,2024-12-09 12:15:19,98
521,glace bay,46.1969,-59.957,38.97,78,overcast clouds,10.0,CA,2024-12-09 12:15:20,94
522,wangon,-7.5161,109.0539,78.48,92,overcast clouds,0.74,ID,2024-12-09 12:15:21,100
523,acarau,-2.8856,-40.12,86.2,64,overcast clouds,16.44,BR,2024-12-09 12:15:16,89
524,buckhannon,38.994,-80.232,55.27,83,mist,14.97,US,2024-12-09 12:15:26,100
525,makamba,-4.1348,29.804,63.61,90,light rain,2.55,BI,2024-12-09 12:15:27,43
526,dhidhdhoo,6.8833,73.1,82.13,70,scattered clouds,1.97,MV,2024-12-09 12:15:28,36
527,wynyard,-41.0,145.7167,50.18,94,scattered clouds,9.22,AU,2024-12-09 12:15:29,33
528,tadmur,34.5608,38.2805,57.38,61,broken clouds,3.62,SY,2024-12-09 12:15:30,70
529,saint-philippe,-21.3585,55.7679,77.16,76,clear sky,7.49,RE,2024-12-09 12:15:31,3
530,boca do acre,-8.7522,-67.3978,82.53,82,overcast clouds,4.61,BR,2024-12-09 12:15:32,100
531,mugia,43.1041,-9.2179,55.0,73,scattered clouds,18.68,ES,2024-12-09 12:15:33,40
532,lubao,14.9167,120.55,80.31,84,overcast clouds,13.11,PH,2024-12-09 12:15:35,91
533,dalandzadgad,43.5708,104.425,15.57,68,broken clouds,8.55,MN,2024-12-09 12:15:36,58
534,keflavik,64.0049,-22.5624,41.43,60,broken clouds,29.93,IS,2024-12-09 12:15:37,75
535,lake havasu city,34.4839,-114.3224,57.2,21,clear sky,6.91,US,2024-12-09 12:15:38,0
